simple_name,country,type,average_volume,high_52_weeks,dividend_yield,low_52_weeks,market_cap,pb_ratio,shares_outstanding,sector,industry,num_employees,year_founded
Synchrony Financial,US,1,9791688.1,38.18,2.89569,28.07,17852175781,1.30402,613477000,Finance,Finance/Rental/Leasing,16500,2003
Bank of the James,US,1,3756,16.15,2.01142,13.1,60289883,0.985487,4372000,Finance,Regional Banks,153,2003
LogMeIn,US,1,1209389.5,86.63,1.52833,62.0206,4141909668,1.5075,48594000,Technology Services,Internet Software/Services,3974,2003
BRP,CA,1,165665.6,56.89,0.71306,26.34,3633438135,-8.3147,88630671,Consumer Durables,Recreational Products,12500,2003
Alamos Gold,CA,1,4944559.9,7.775,0.6734,4.17,2275363879,0.861856,391080000,Non-Energy Minerals,Precious Metals,2166,2003
Macquarie Infrastructure,US,1,1147117.1,45.932,9.89609,36.58,3404627216,1.2449,86742000,Finance,Investment Managers,3379,2004
Genco Shipping,US,1,282204.4,11.82,9.77654,6.8278,320670715,0.305553,41754000,Transportation,Marine Shipping,1255,2004
Ares Capital,US,1,5205879.7,19.33,9.01408,16.71,7625734400,1.02454,431000000,Finance,Investment Managers,1200,2004
Teekay LNG Partners,BM,1,603551.6,16.74,5.94679,11.22,974174988,0.666473,77500000,Transportation,Marine Shipping,1909,2004
Las Vegas Sands,US,1,6422534.5,74.29,5.42396,51.165,42689991500,8.228,763484915,Consumer Services,Casinos Or Gaming,50000,2004
Genie Energy,US,1,105269,11.9799,4.12655,6.54,185110006,2.46231,26750000,Utilities,Electric Utilities,149,2004
Green Plains,US,1,523436.7,17.74,3.84924,7.01,421339417,0.607636,35140900,Process Industries,Chemicals: Specialty,820,2004
BankFinancial,US,1,34150.4,16.06,3.44828,11.101,174341156,1.01639,15374000,Finance,Financial Conglomerates,260,2004
Sonabank,US,1,146475.4,16.85,2.71739,13.69,343142548,0.943567,24182000,Finance,Regional Banks,348,2004
Douglas Dynamics,US,1,191219.1,56.8896,2.50559,35.06,992309814,3.25375,22796000,Producer Manufacturing,Trucks/Construction/Farm Machinery,1677,2004
Altra Industrial Motion,US,1,416375.4,38.43,2.24422,23.89,1944878540,1.0123,64571000,Producer Manufacturing,Industrial Machinery,9200,2004
Assurant,US,1,660189.6,142.61,1.97044,91.84,7214145996,1.3077,59823800,Finance,Multi-Line Insurance,14200,2004
Citizens Community Federal Bank,US,1,25783.5,12.75,1.81191,10.52,130922546,0.867362,11267000,Finance,Financial Conglomerates,265,2004
Prudential Bank,US,1,17735.5,19.57,1.62696,15.2103,146144867,1.07511,8895000,Finance,Savings Banks,88,2004
Twin River Worldwide,US,1,196219.9,33.98,1.545,20.35,885278300,3.4066,32113328,Consumer Services,Casinos Or Gaming,4900,2004
Wheaton Precious Metals,CA,1,4905642.4,34,1.22783,19.73,12716452199,2.51898,447208000,Non-Energy Minerals,Precious Metals,39,2004
Primoris Services,US,1,190860.4,23.98,1.21457,17.8,969408800,1.53002,48665138,Industrial Services,Engineering And Construction,9700,2004
Mosaic Co.,US,1,8941543.6,31.25,1.1325,16.02,6450358398,0.728211,378764000,Process Industries,Chemicals: Agricultural,12600,2004
Boise Cascade,US,1,415161,41.14,1.09739,22.1,1383294189,2.0262,38988000,Non-Energy Minerals,Forest Products,6010,2004
Bank7,US,1,5188.2,20.04,1.05485,15.1,180038193,1.72972,10058000,Finance,Regional Banks,72,2004
Evertec,PR,1,579571.7,37.38,0.64433,26.56,2181600000,8.1651,72000261,Technology Services,Data Processing Services,2300,2004
BlackRock Capital Investments,US,1,653234,6.38,11.9403,4.46,309761993,0.688143,68836000,Finance,Investment Managers,14900,2005
Targa Resources,US,1,3559358.1,43.465,10.7343,29.96,7550690918,1.60456,233046000,Energy Minerals,Oil Refining/Marketing,2680,2005
Kentucky First Federal Bancorp,US,1,3389.6,8.27,5.21105,6.78,63278881,0.962256,8288000,Finance,Savings Banks,61,2005
First Choice Bancorp,US,1,15643.1,27.39,4.3554,18.57,263555389,1.02042,11636000,Finance,Regional Banks,177,2005
ParkeBank,US,1,22141.9,25.45,3.08821,18.06,241132507,1.30347,13034200,Finance,Regional Banks,98,2005
Celanese,US,1,1317856.6,128.875,2.57341,88.07,11207172852,4.59575,119556000,Process Industries,Chemicals: Major Diversified,7714,2005
Community Bankers Trust,US,1,44555.8,9.75,2.36128,7.11,180056700,1.22151,22422621,Finance,Regional Banks,255,2005
ServisFirst Bank,US,1,309849.3,40.9,1.95312,29.17,1855473145,2.28202,53704000,Finance,Regional Banks,505,2005
First Internet Bank,US,1,44168.4,28.5,0.96579,17.56,236628342,0.793944,9741800,Finance,Regional Banks,201,2005
Ubiquiti,US,1,260161,199.91,0.85788,107.22,8803384766,-31.3586,64893000,Electronic Technology,Telecommunications Equipment,955,2005
Spirit AeroSystems,US,1,2018856.1,100.3426,0.0755,49.5,5196553400,3.15469,104882379,Electronic Technology,Aerospace And Defense,18200,2005
Portman Ridge,US,1,106461.7,3.8,11.1111,1.99,93694702,0.510223,44830000,Finance,Investment Managers,13,2006
National CineMedia,US,1,1063070.8,9.85,10.1536,5.64,1240084595,-1.4676,79751000,Commercial Services,Advertising/Marketing Services,531,2006
FLEX LNG,BM,1,39681.4,13.88,6.01504,6.31,351337769,0.428751,54110600,Energy Minerals,Oil & Gas Production,6,2006
People's United Bank,US,1,6469765.9,18.03,4.7699,13.7,6213293945,0.861552,444124000,Finance,Major Banks,6499,2006
Wyndham Destinations,US,1,948799.2,53.13,4.40529,38.34,3483349800,-6.6327,88103194,Consumer Services,Hotels Or Resorts Or Cruiselines,22500,2006
Sabre,US,1,6687591.8,25.44,4.17288,12.735,3727106201,3.9118,273750000,Technology Services,Packaged Software,9250,2006
KAR Auction Services,US,1,3512625.8,28.61,3.76051,18.58,2480632080,1.57782,128864000,Commercial Services,Miscellaneous Commercial Services,15300,2006
HCI,US,1,30644.3,48.15,3.71575,36.7202,335185150,1.84281,7883000,Finance,Property/Casualty Insurance,465,2006
Realogy,US,1,4078684.8,13.88,3.44168,4.3338,1060293335,0.472769,114379000,Finance,Real Estate Development,10150,2006
CB Financial,US,1,9029.4,30.95,3.33333,22.7701,160149841,1.04144,5464000,Finance,Regional Banks,269,2006
Lake Shore Savings Bank,US,1,4337.6,16.24,3.13725,14.25,90599876,1.09812,5924000,Finance,Savings Banks,115,2006
ESSA Bank & Trust,US,1,20288,17.73,2.58368,14.15,185720500,0.9034,10509331,Finance,Regional Banks,243,2006
Reliant Bancorp,US,1,19479.2,25,2,18.8588,254558868,1.00166,11206300,Finance,Regional Banks,263,2006
KBR,US,1,2202626.5,31.92,1.5163,18.12,3684736084,2.02995,141939000,Industrial Services,Engineering & Construction,28000,2006
NXP Semiconductors,NL,1,4267861.9,139.59,1.24917,85.38,32581667100,3.4747,281437396,Electronic Technology,Semiconductors,29400,2006
Concho Resources,US,1,3112346.3,124.53,1.15841,61.37,13379881836,0.7514,196705000,Energy Minerals,Oil & Gas Production,1453,2006
B2Gold,CA,1,14771808.6,4.9262,1.0101,2.4,4095823581,2.33108,1025750000,Non-Energy Minerals,Precious Metals,5242,2006
BG Staffing,US,1,86746.8,28,7.21587,15.25,157931641,2.57228,10242000,Commercial Services,Personnel Services,30349,2007
Main Street Capital,US,1,900886,45.1,6.32391,33.88,2342285156,1.62653,63425000,Finance,Investment Managers,71,2007
Domtar,US,1,1306773.7,51.65,6.02051,27.33,1641495100,0.7237,56880910,Process Industries,Pulp And Paper,10000,2007
First Guaranty Bank,US,1,5429.1,22.95,3.72093,15.16,166376282,1.00912,9741000,Finance,Regional Banks,373,2007
Hillenbrand,US,1,1060238.8,44.38,3.5956,22.1,1748424561,1.56677,74719000,Producer Manufacturing,Industrial Conglomerates,6500,2007
First Financial Northwest,US,1,13081.6,17.24,2.80899,13.2,143029358,0.934001,10253000,Finance,Savings Banks,156,2007
Diamondback Energy,US,1,3583525.9,114.14,2.4139,57,9775619800,0.7412,159002338,Energy Minerals,Oil And Gas Production,712,2007
AMC Entertainment,US,1,4798808.6,17.065,1.96399,5.12,650099670,0.522585,103849784,Consumer Services,Movies/Entertainment,38872,2007
First Bank,US,1,35638.6,11.8,1.18694,9.63,199465500,0.906441,20458000,Finance,Regional Banks,188,2007
Allegiance Bank,US,1,102078.7,38.95,1.17233,29.88,674578247,0.986496,20337000,Finance,Regional Banks,569,2007
Franco-Nevada,CA,1,1176585.8,122.65,0.90959,69.16,20243991031,4.22631,188581000,Non-Energy Minerals,Precious Metals,40,2007
Arcos Dorados,UY,1,612075.8,8.45,0.90772,5.92,1314206665,3.61327,204069000,Consumer Services,Restaurants,78691,2007
Franklin Financial,US,1,79774.7,39,0.6991,26.06,496757202,1.27369,14833000,Finance,Regional Banks,338,2007
PBF Energy,US,1,2915003.9,35.15,5.46199,19.09,2681986532,0.865941,119785000,Energy Minerals,Oil Refining/Marketing,3442,2008
Virtu Financial,US,1,1385766.7,25.76,4.88053,14.94,3587673706,2.38952,117736000,Finance,Investment Banks/Brokers,483,2008
Territorial Bank,US,1,19295.2,32.45,3.48485,23.52,246091019,1.04798,9681000,Finance,Financial Conglomerates,285,2008
First American,US,1,984142.6,66.4,2.86645,48.3,6424092285,1.56228,112506000,Finance,Specialty Insurance,18412,2008
US Silica Holdings,US,1,2371930.8,18.72,1.67364,4.21,338517090,0.498878,73751000,Non-Energy Minerals,Other Metals/Minerals,2177,2008
Oak Valley,US,1,6221,19.95,1.62791,15.6,137024902,1.25446,8210000,Finance,Regional Banks,186,2008
Global Cord Blood,HK,1,112184.4,7.69,1.45191,3.81,478910950,0.957734,121551000,Health Services,Medical/Nursing Services,1261,2008
Essent,BM,1,1215766.6,55.84,1.36723,42.08,4296357910,1.54307,98450000,Finance,Specialty Insurance,387,2008
Parsley Energy,US,1,9416743.4,22.11,1.1128,12.18,5533921967,0.643822,281241000,Energy Minerals,Oil & Gas Production,496,2008
Live Oak Bank,US,1,137722.9,20.46,0.75949,13.41,619215328,1.19652,39387231,Finance,Regional Banks,635,2008
PennyMac Financial Services,US,1,1144190.2,39.57,0.6639,20.36,2768438721,1.37682,78515000,Finance,Finance/Rental/Leasing,3460,2008
Pattern Energy,US,1,3900718.2,28.5,6.21502,19.69,2682360900,3.38175,98199909,Utilities,Alternative Power Generation,228,2009
Staffing 360 Solutions,US,1,25431.6,2.39,5.94707,0.62,5989200,1.07064,8680000,Commercial Services,Personnel Services,270,2009
Cadence Bank,US,1,1992441.1,23.22,4.80439,13.43,1801683716,0.755471,127598000,Finance,Major Banks,1849,2009
Bankunited,US,1,1247467.7,37.6,2.97735,29.03,2825301514,0.986139,95128000,Finance,Regional Banks,1511,2009
B. Riley Financial,US,1,72191.7,30.17,2.85948,16.1005,637329407,2.20523,26937000,Finance,Investment Banks/Brokers,1071,2009
Veritex,US,1,497252.2,29.41,2.73202,22.3,1229110474,1.06734,51064000,Finance,Regional Banks,676,2009
National Bank,US,1,368498.7,38.92,2.51731,29.8,953704407,1.29191,31177000,Finance,Regional Banks,1298,2009
Valaris,GB,1,8156089.3,18.4,1.1236,2.78,647081700,0.071026,198000000,Industrial Services,Contract Drilling,5800,2009
Investar Bank,US,1,38096.8,26.46,1.11836,21,235804800,0.9745,11228775,Finance,Regional Banks,255,2009
National General,US,1,345277.5,26.725,0.98717,19.03,2209358154,1.04428,113475000,Finance,Property/Casualty Insurance,9200,2009
DHT Holdings,BM,1,3580512.4,8.83,8.17391,4.25,803045200,0.8613,146819401,Transportation,Marine Shipping,17,2010
Trinseo,US,1,608518.3,51.59,7.1048,20.5,857254028,1.2483,39280000,Process Industries,Industrial Specialties,2700,2010
SunCoke Energy,US,1,1210351.5,9.93,5.20607,4.41,386036804,0.7782,83739000,Energy Minerals,Coal,895,2010
Townsquare Media,US,1,36277.9,10.34,3.70828,4.61,168951199,0.44937,18961975,Consumer Services,Broadcasting,2821,2010
REV Group,US,1,178855.3,14.99,2.41838,7.59,494595300,0.9733,62217486,Consumer Durables,Motor Vehicles,8040,2010
Huntington Ingalls,US,1,653030.8,279.71,1.96527,196.26,8377402344,5.38622,40760000,Electronic Technology,Aerospace & Defense,42000,2010
Hilton Worldwide,US,1,4744384.6,115.48,0.62202,81.66,26967917969,-54.0201,277448000,Consumer Services,Hotels/Resorts/Cruise lines,173000,2010
Tecnoglass,CO,1,93651.7,9.12,9.18033,5.1001,331833527,1.65107,45519000,Producer Manufacturing,Building Products,5852,2011
AbbVie,US,1,10779374.4,97.86,5.32191,62.66,1.27E+11,-15.8478,1479160000,Health Technology,Pharmaceuticals: Major,30000,2011
Intelsat,LU,1,12416217.1,27.29,4.57875,2.61,544893005,-0.0979,141164000,Communications,Wireless Telecommunications,1195,2011
FS Bancorp,US,1,16960,64.41,1.46543,46.04,213095627,1.05662,4459000,Finance,Financial Conglomerates,424,2011
Cactus,US,1,557437.7,40.68,1.28571,24.23,2051445251,4.03233,47102000,Industrial Services,Oilfield Services/Equipment,1100,2011
Xylem,US,1,1670473.5,89.34,1.26382,72.87,14394376000,4.8663,180140000,Producer Manufacturing,Industrial Machinery,16300,2011
Aptiv,IE,1,2355230.8,99.04,1.07095,63.36,19940544922,5.49281,255288000,Producer Manufacturing,Auto Parts: OEM,141000,2011
Hi-Crush,US,1,557974.4,4.99,39.1061,0.5028,60522003,0.1403,100870000,Non-Energy Minerals,Other Metals/Minerals,747,2012
Brigham Minerals,US,1,543154.8,23.29,8.18093,13.81,905088226,1.81834,33898300,Miscellaneous,Investment Trusts/Mutual Funds,30,2012
Tallgrass Energy,US,1,4512335.6,25.96,7.47577,14.28,6218661133,2.15983,179633000,Industrial Services,Oil & Gas Pipelines,800,2012
Clearway Energy,US,1,318665.9,22.67,3.88862,13.71,4157233337,1.27618,113343000,Utilities,Electric Utilities,307,2012
Clearway Energy,US,1,898792.7,23.24,3.75174,14.19,4157233337,1.32274,113343000,Utilities,Electric Utilities,307,2012
Eaton,IE,1,4346047.5,105.78,3.05184,74.29,37503648438,2.45893,413400000,Producer Manufacturing,Electrical Products,101000,2012
CNH Industrial,GB,1,4750427.3,11.99,2.14576,8.53,12567397461,2.09042,1351330000,Producer Manufacturing,Trucks/Construction/Farm Machinery,64625,2012
TransUnion,US,1,1988859.2,101.16,0.3238,63.13,16779203125,7.78617,188700000,Technology Services,Information Technology Services,8000,2012
ObsEva,CH,1,565650.7,14.5,0,2.3749,132470612,1.92567,43719700,Health Technology,Pharmaceuticals: Major,43,2012
Plains Group,US,1,4389879,25.82,9.85626,12.91,10927617676,1.23482,182139000,Industrial Services,Oil & Gas Pipelines,5000,2013
Atlantica Yield,GB,1,687804.7,32.5,5.57093,19.2,2928169600,1.9411,101601666,Utilities,Alternative Power Generation,425,2013
Navient,US,1,2964476.3,15.67,5.52677,10.43,2482242432,0.747829,221037000,Finance,Finance/Rental/Leasing,5800,2013
Ares Management,US,1,894922.9,41.88,4.38356,22.17,8006023438,8.95862,114746000,Finance,Investment Managers,1200,2013
Investors Bank,US,1,4086640.3,12.74,4.37557,10.05,2608016602,1.03527,247440000,Finance,Savings Banks,1735,2013
Waterstone Financial,US,1,141573.5,19.48,2.8021,15.55,451471222,1.18126,27148000,Finance,Financial Conglomerates,888,2013
American Airlines,US,1,24708303.2,35.24,2.12089,17.3,8116418945,-64.7748,426059000,Transportation,Airlines,133700,2013
Pentair,GB,1,1528251.2,47.43,1.85005,34.5,6629061035,3.53844,168293000,Producer Manufacturing,Miscellaneous Manufacturing,9500,2013
Ingersoll Rand,US,1,3064411.2,38.96,1.6429,25.54,8844790000,3.59707,205065744,Producer Manufacturing,Industrial Machinery,6600,2013
Allegion,IE,1,1017093.7,139.244,1.05908,87.1,10648188477,14.7961,92601000,Producer Manufacturing,Building Products,11000,2013
GasLog,MC,1,1208229,23.145,55.9747,3.53,303255263,0.195795,47881336,Transportation,Marine Shipping,1677,2014
International Game Technology,GB,1,3923767,17.75,8,9,2175188477,0.781168,204435000,Consumer Services,Casinos/Gaming,12100,2014
Chemours,US,1,4658861.8,41.6,6.93001,11.71,2437129150,3.4258,164006000,Process Industries,Industrial Specialties,7000,2014
Fiat Chrysler Automobiles,GB,1,6951788.3,16.69,5.95271,11.915,24406871950,0.603856,1567520000,Consumer Durables,Motor Vehicles,191752,2014
Delphi Technologies,GB,1,3395376.6,26.82,4.7486,9.515,1178325700,3.7407,86071640,Producer Manufacturing,Auto Parts OEM,21000,2014
TerraForm Power,US,1,1728510,21.58,4.09558,12.19,4266157227,2.23935,227044000,Utilities,Alternative Power Generation,177,2014
Restaurant Brands International,CA,1,3079901.1,79.46,3.50109,56.61,17587365652,11.0657,463932199,Consumer Services,Restaurants,6300,2014
Meridian Intersate Bancorp,US,1,202860.9,20.86,1.86263,14.62,881270752,1.22949,53378000,Finance,Savings Banks,546,2014
Osisko,CA,1,1809225.2,13.43,1.794,8.08,1294947532,1.14884,157595000,Non-Energy Minerals,Precious Metals,40,2014
CDK Global,US,1,730882.2,63.9,1.31435,41.5,5591061523,-8.5548,121492000,Commercial Services,Miscellaneous Commercial Services,9000,2014
Ferroglobe,GB,1,595963,2.75,7.54717,0.5052,125151000,0.1884,169123000,Process Industries,Industrial Specialties,4368,2015
Kraft Foods,US,1,13044723.3,33.78,6.13732,24.01,30254066406,0.616614,1221400000,Consumer Non-Durables,Food: Major Diversified,37000,2015
TechnipFMC,GB,1,6894493.9,28.57,3.44828,13.89,6415382800,0.6366,447100000,Industrial Services,Oilfield Services Or Equipment,37000,2015
Coca-Cola Europe,GB,1,1598617.7,58.94,2.58282,47.25,23258142578,3.45623,456400000,Consumer Non-Durables,Beverages: Non-Alcoholic,23310,2015
ADT,US,1,1597187.9,9.705,2.12121,4.25,4855006836,1.33386,759782000,Commercial Services,Miscellaneous Commercial Services,19000,2015
Putnam Bank,US,1,21956.2,15.22,1.84818,10.7001,113119926,1.3058,7447000,Finance,Regional Banks,113,2015
Kirkland Lake Gold,CA,1,3846111.8,51.08,1.54751,29.15,9250486511,3.72806,209624000,Non-Energy Minerals,Precious Metals,2178,2015
CapStar Financial,US,1,57618.3,17.48,1.45666,13.05,246785263,0.8816,18362000,Finance,Regional Banks,295,2015
Warrior Met Coal,US,1,1516816.7,33.49,1.0805,16.0711,905332458,1.23479,51091000,Energy Minerals,Coal,1417,2015
Fortive,US,1,2526372.5,89.48,0.39632,63.51,23311680000,3.21354,336000000,Electronic Technology,Electronic Equipment Or Instruments,25000,2015
Mammoth Energy,US,1,372314.1,23.79,25.1256,0.8721,49072891,0.068128,45021000,Industrial Services,Oilfield Services/Equipment,1607,2016
Falcon Minerals,US,1,395568.7,9.53,15.9946,3.5,343373093,1.25986,45950700,Energy Minerals,Integrated Oil,8,2016
LSC Communications,US,1,662105,8.4281,14.8571,0.0875,9717448,-0.0635,33520000,Commercial Services,Commercial Printing/Forms,20000,2016
Chicken Soup for the Soul,US,1,50617,13.1086,5.98404,7.01,103352600,1.5306,11999623,Consumer Services,Movies Or Entertainment,40,2016
Liberty Oilfield,US,1,944723,17.67,3.09119,5.96,753019440,0.95489,81920000,Industrial Services,Oilfield Services/Equipment,2571,2016
OP Bancorp,US,1,49503.4,11,2.94737,8.1,138971558,1.06121,15703000,Finance,Regional Banks,154,2016
Lamb Weston,US,1,1253366.8,96.32,1.25946,58.83,12693933594,62.0748,146092000,Consumer Non-Durables,Food: Specialty/Candy,7600,2016
DXC Technology,US,1,4829915.6,67.62,1.18178,21.83,6117213379,0.687497,253721000,Technology Services,Data Processing Services,130000,2016
Yum China,CN,1,4251731.9,50.74,1.08377,38.38,16833520000,5.4121,376000000,Consumer Services,Restaurants,450000,2016
Bancorp 34,US,1,3441.1,16,0.982318,14.12,48840984,1.08429,3209000,Finance,Savings Banks,56,2016
Dentsply Sirona,US,1,2475148.7,60.87,0.80564,46.75,10500164900,2.15759,221300000,Health Technology,Medical Specialties,15200,2016
